Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
28466797,07/13/2014,07/13/2014,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10040,4447 BROADWAY,BROADWAY,FAIRVIEW AVENUE,WEST 192 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,07/13/2014,The Police Department responded to the complaint and took action to fix the condition.,07/13/2014,12 MANHATTAN,MANHATTAN,1002926,251517,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85701115,-73.93248689,"(40.85701114890475, -73.93248689161432)"
28558741,07/26/2014,07/30/2014,DOT,Department of Transportation,Broken Muni Meter,Parking Card Stuck in Meter,Street,10128,1 AVENUE,1 AVENUE,EAST 92 STREET,EAST 93 STREET,,,BLOCKFACE,NEW YORK,,N/A,Closed,08/05/2014,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",07/30/2014,08 MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
31778822,10/18/2015,10/26/2015,FDNY,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,On Site Test,Street Address,10003,7 EAST 12 STREET,EAST 12 STREET,5 AVENUE,UNIVERSITY PLACE,,,ADDRESS,NEW YORK,,N/A,Closed,10/23/2015,The Fire Department contacted you and scheduled an inspection. See Notes to Customer for more details.,10/26/2015,02 MANHATTAN,MANHATTAN,985901,206858,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73445393,-73.99404267,"(40.73445392861837, -73.99404266896423)"
30554014,05/05/2015,05/06/2015,DOF,Department of Finance,DOF Literature Request,SCRIE and DRIE Booklet for Tenants and Landlords,,,,,,,,,,,,N/A,Closed,05/13/2015,"The literature has been mailed. If it has not been received, please request it again from 311.",05/06/2015,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30553064,05/05/2015,05/06/2015,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,,11385,,,,,WOODHAVEN BOULEVARD,MYRTLE AVENUE,INTERSECTION,Ridgewood,,N/A,Closed,,,05/06/2015,05 QUEENS,QUEENS,1024373,195284,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70259527,-73.85529263,"(40.70259527108999, -73.85529262689504)"
30552713,05/05/2015,05/01/2015,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,11372,,,,,94 STREET,34 ROAD,INTERSECTION,Jackson Heights,,N/A,Pending,,,05/01/2015,03 QUEENS,QUEENS,1019255,213885,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75367215,-73.87365439,"(40.75367215054404, -73.873654386195)"
23727146,08/01/2012,08/01/2012,DSNY,Manhattan 04,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10011,557 WEST 23 STREET,WEST 23 STREET,HIGH LINE,11 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,08/01/2012,04 MANHATTAN,MANHATTAN,982623,211945,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74841648,-74.00587196,"(40.74841648144995, -74.00587196186947)"
23629665,07/17/2012,07/18/2012,DSNY,BCC - Queens East,Sanitation Condition,22 Weeds,Sidewalk,11358,46-72 UTOPIA PARKWAY,UTOPIA PARKWAY,COURTNEY AVENUE,47 AVENUE,,,ADDRESS,FLUSHING,,DSNY Garage,Closed,,,07/18/2012,11 QUEENS,QUEENS,1041842,212979,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75106715,-73.7921378,"(40.75106714908361, -73.79213779885401)"
23630195,07/17/2012,07/17/2012,DSNY,BCC - Queens East,Derelict Vehicles,14 Derelict Vehicles,Street,11363,,,,,DEPEW AVENUE,247 STREET,INTERSECTION,LITTLE NECK,,DSNY Garage,Pending,,,07/17/2012,11 QUEENS,QUEENS,1055638,220041,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77034983,-73.74227027,"(40.77034982653154, -73.74227026672027)"
28633686,08/07/2014,08/11/2014,FDNY,Bureau of Fire Prevention - Highrise Unit - Inspections,Fire Safety Director - F58,On Site Test,Street Address,10016,22 EAST 29 STREET,EAST 29 STREET,5 AVENUE,MADISON AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,08/12/2014,The Fire Department contacted you and scheduled an inspection. See Notes to Customer for more details.,08/11/2014,05 MANHATTAN,MANHATTAN,988271,210599,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74472128,-73.98548872,"(40.744721284778144, -73.98548872207544)"
28683953,08/14/2014,12/12/2014,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,10469,2442 FISH AVENUE,FISH AVENUE,WARING AVENUE,MACE AVENUE,,,ADDRESS,BRONX,,N/A,Closed,09/10/2014,The Department of Parks and Recreation has corrected the condition.,12/12/2014,11 BRONX,BRONX,1026493,253296,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86181265,-73.8472819,"(40.86181265365868, -73.84728189618951)"
31779993,10/18/2015,10/21/2015,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11204,1525 WEST   11 STREET,WEST   11 STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",10/21/2015,11 BROOKLYN,BROOKLYN,988492,161260,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.6092968,-73.98472222,"(40.60929680055796, -73.98472221620767)"
30554091,05/05/2015,05/05/2015,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10306,200 ADELAIDE AVENUE,ADELAIDE AVENUE,WHITEHALL STREET,ELMIRA STREET,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,05/05/2015,The Police Department responded to the complaint and took action to fix the condition.,05/05/2015,03 STATEN ISLAND,STATEN ISLAND,949623,143940,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.56169025,-74.12462212,"(40.5616902523158, -74.12462211525013)"
30553142,05/05/2015,05/07/2015,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Other (Explain Below),10468,2337 GRAND CONCOURSE,GRAND CONCOURSE,EAST 183 STREET,FIELD PLACE,,,ADDRESS,BRONX,,N/A,Closed,06/04/2015,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,05/07/2015,05 BRONX,BRONX,1012082,252034,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85840604,-73.89938614,"(40.85840604170503, -73.89938613893433)"
31477364,09/06/2015,09/07/2015,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11357,14-16 150 STREET,150 STREET,14 AVENUE,CROSS ISLAND PARKWAY,,,ADDRESS,WHITESTONE,,Precinct,Closed,09/07/2015,The Police Department responded and upon arrival those responsible for the condition were gone.,09/07/2015,07 QUEENS,QUEENS,1035854,226557,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78837211,-73.81364548,"(40.78837211329058, -73.81364548428351)"
30090070,03/04/2015,03/04/2015,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11218,4023 FORT HAMILTN PARKWAY,FORT HAMILTN PARKWAY,40 STREET,41 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/04/2015,The Police Department issued a summons in response to the complaint.,03/04/2015,12 BROOKLYN,BROOKLYN,986630,173368,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64253141,-73.99142404,"(40.642531414566236, -73.99142403678351)"
28686767,08/14/2014,11/08/2014,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10468,2608 CRESTON AVENUE,CRESTON AVENUE,EAST 192 STREET,EAST 193 STREET,,,ADDRESS,BRONX,,N/A,Closed,09/19/2014,The Department of Parks and Recreation has corrected the condition.,11/08/2014,07 BRONX,BRONX,1012906,254534,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86526515,-73.89639666,"(40.86526514679123, -73.89639665771692)"
28685853,08/14/2014,08/14/2014,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10010,,,,,EAST   25 STREET,LEXINGTON AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,08/15/2014,The Police Department responded to the complaint and took action to fix the condition.,08/14/2014,05 MANHATTAN,MANHATTAN,988736,209167,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74079058,-73.98381155,"(40.7407905784571, -73.98381155127129)"
30553253,05/05/2015,05/06/2015,DSNY,Queens East 12,Sanitation Condition,12 Dead Animals,Sidewalk,11433,172-15 93 AVENUE,93 AVENUE,ATARI LANE,173 STREET,,,ADDRESS,Jamaica,,N/A,Closed,,,05/06/2015,12 QUEENS,QUEENS,1043358,196565,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70600486,-73.78681042,"(40.70600485591686, -73.78681042177327)"
30553234,05/05/2015,05/05/2015,HPD,Department of Housing Preservation and Development,HPD Literature Request,The ABCs of Housing,,,,,,,,,,,,N/A,Closed,05/12/2015,"The literature has been mailed. If it has not been received, please request it again from 311.",05/05/2015,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30553369,05/06/2015,05/06/2015,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10038,15 ST JAMES PLACE,ST JAMES PLACE,PEARL STREET,MADISON STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,05/06/2015,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,05/06/2015,03 MANHATTAN,MANHATTAN,984237,198469,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71142831,-74.00004689,"(40.711428307735424, -74.00004689191445)"
31900583,11/02/2015,11/04/2015,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10453,130 WEST  183 STREET,WEST  183 STREET,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",11/04/2015,07 BRONX,BRONX,1009071,252673,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.86016888,-73.91026866,"(40.86016888273487, -73.91026865734196)"
31628248,09/27/2015,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Temperature,Restaurant/Bar/Deli/Bakery,10013,120 HUDSON STREET,HUDSON STREET,FRANKLIN STREET,NORTH MOORE STREET,,,ADDRESS,NEW YORK,,N/A,Pending,11/03/2015,The Department of Health and Mental Hygiene has received and processed your complaint.  All restaurants and mobile food vendors are inspected annually.  Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,09/28/2015,01 MANHATTAN,MANHATTAN,981869,201539,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7198544,-74.00858952,"(40.719854402729155, -74.0085895203129)"
23614277,07/13/2012,07/14/2012,DSNY,BCC - Queens East,Sanitation Condition,12 Dead Animals,Sidewalk,11358,47-59 188 STREET,188 STREET,47 AVENUE,48 AVENUE,,,ADDRESS,FLUSHING,,DSNY Garage,Closed,,,07/14/2012,11 QUEENS,QUEENS,1042193,212481,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.74969798,-73.79087526,"(40.74969797564819, -73.79087525839957)"
31709035,10/08/2015,10/13/2015,DSNY,"A - Illegal Posting Staten Island, Queens and Brooklyn",Dirty Conditions,E15 Illegal Postering,Sidewalk,11207,1822 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,ATLANTIC AVENUE,WILLIAMS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,,10/13/2015,05 BROOKLYN,BROOKLYN,1011548,185662,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67623397,-73.90158614,"(40.67623396893248, -73.9015861352794)"
31719173,10/09/2015,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11420,128-20 116 AVENUE,116 AVENUE,128 STREET,130 STREET,,,ADDRESS,SOUTH OZONE PARK,,N/A,Assigned,10/18/2015,The Department of Parks and Recreation has reviewed this request and will visit the location to investigate the condition.,10/10/2015,10 QUEENS,QUEENS,1036760,186181,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67754485,-73.81068882,"(40.677544854605, -73.81068882151772)"
29758600,01/20/2015,01/20/2015,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11205,237 WAVERLY AVENUE,WAVERLY AVENUE,WILLOUGHBY AVENUE,DEKALB AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,01/21/2015,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/20/2015,02 BROOKLYN,BROOKLYN,993304,190958,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69080774,-73.96735168,"(40.69080773980158, -73.96735168433592)"
30553393,05/05/2015,05/15/2015,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10029,315 EAST  106 STREET,EAST  106 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,05/15/2015,11 MANHATTAN,MANHATTAN,1000432,227197,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79026459,-73.94156127,"(40.79026458784442, -73.94156126575565)"
30553427,05/05/2015,05/07/2015,DSNY,A - Illegal Posting Manhattan and Bronx,Dirty Conditions,E15 Illegal Postering,Sidewalk,10454,350 EAST  139 STREET,EAST  139 STREET,ALEXANDER AVENUE,WILLIS AVENUE,,,ADDRESS,BRONX,,N/A,Closed,,,05/07/2015,01 BRONX,BRONX,1005329,234531,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81038408,-73.92385351,"(40.81038408290516, -73.92385350908705)"
30553426,05/05/2015,05/11/2015,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,1567 NOSTRAND AVENUE,NOSTRAND AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,05/11/2015,17 BROOKLYN,BROOKLYN,998336,175294,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64780699,-73.94923925,"(40.647806986858214, -73.94923925371351)"
30553502,05/05/2015,05/09/2015,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11226,1150 FLATBUSH AVENUE,FLATBUSH AVENUE,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,05/09/2015,14 BROOKLYN,BROOKLYN,996080,173274,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.64226582,-73.95737259,"(40.64226582390192, -73.95737258618698)"
31625483,09/27/2015,09/28/2015,DSNY,Manhattan 08,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10075,65 EAST   80 STREET,EAST   80 STREET,MADISON AVENUE,PARK AVENUE,,,ADDRESS,NEW YORK,,DSNY Garage,Closed,,,09/28/2015,08 MANHATTAN,MANHATTAN,995073,222257,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77671379,-73.9609224,"(40.77671379112419, -73.96092240220021)"
23706919,07/29/2012,08/01/2012,DSNY,BCC - Bronx,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10454,,,,,EAST 142 STREET,SOUTHERN BOULEVARD,INTERSECTION,BRONX,,DSNY Garage,Closed,,,08/01/2012,01 BRONX,BRONX,1009662,233358,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.80715312,-73.90820528,"(40.80715312367772, -73.90820528458242)"
30553508,05/05/2015,05/06/2015,DOB,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,,10021,343 EAST   74 STREET,EAST   74 STREET,,,,,ADDRESS,NEW YORK,,N/A,Closed,,,05/06/2015,08 MANHATTAN,MANHATTAN,996345,219694,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76967738,-73.95633432,"(40.76967737867243, -73.95633432397234)"
23719671,07/31/2012,07/31/2012,DSNY,BCC - Bronx,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10455,,,,,EAST 156 STREET,ST ANN'S AVENUE,INTERSECTION,BRONX,,DSNY Garage,Closed,,,07/31/2012,01 BRONX,BRONX,1008991,237755,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.81922356,-73.9106129,"(40.819223560656674, -73.91061290076075)"
30552846,05/05/2015,05/18/2015,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10462,2181 BARNES AVENUE,BARNES AVENUE,,,,,ADDRESS,BRONX,,N/A,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",05/18/2015,11 BRONX,BRONX,1021918,251165,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.85598441,-73.86383351,"(40.85598441190991, -73.8638335146332)"
31690276,10/05/2015,10/06/2015,DOB,DOB Inspections - Queens,Construction,Initial - Construction,Street Address,11432,175-21 JAMAICA AVENUE,JAMAICA AVENUE,175 STREET,176 STREET,,,ADDRESS,JAMAICA,,N/A,Closed,10/09/2015,The Department of Buildings contacted you and scheduled an inspection. See Notes to Customer for more details.,10/06/2015,12 QUEENS,QUEENS,1043879,197272,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7079419,-73.78492504,"(40.70794190246376, -73.78492503576913)"
30552869,05/05/2015,05/06/2015,DOB,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,,11105,20-49 29 STREET,29 STREET,,,,,ADDRESS,Astoria,,N/A,Closed,,,05/06/2015,01 QUEENS,QUEENS,1009632,223303,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77955497,-73.90835165,"(40.779554966931556, -73.90835165325984)"
30552888,05/05/2015,05/11/2015,DOB,Department of Buildings,Special Enforcement,SEP - Professional Certification Compliance Audit,,11354,157-58 25 DRIVE,25 DRIVE,,,,,ADDRESS,Flushing,,N/A,Closed,,,05/11/2015,07 QUEENS,QUEENS,1037896,221459,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77436733,-73.80631206,"(40.77436732948611, -73.80631205923949)"
30552903,05/05/2015,05/05/2015,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,Commercial Building,10025,668 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,LATLONG,NEW YORK,,N/A,Closed,06/04/2015,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,05/05/2015,Unspecified MANHATTAN,MANHATTAN,991958,227809,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79195582,-73.97216307,"(40.79195581687909, -73.97216307127803)"
31625435,09/27/2015,09/27/2015,DSNY,BCC - Brooklyn North,Derelict Vehicles,14 Derelict Vehicles,Street,11236,,,,,EAST 91 STREET,CHURCH AVENUE,INTERSECTION,BROOKLYN,,DSNY Garage,Pending,,,09/27/2015,17 BROOKLYN,BROOKLYN,1006674,177298,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.65329034,-73.91918553,"(40.653290342033515, -73.91918552981039)"
23720422,07/31/2012,08/02/2012,DSNY,Manhattan 04,Other Enforcement,E10 Obstruction (Street/Sidewalk),Sidewalk,10019,443 WEST 54 STREET,WEST 54 STREET,9 AVENUE,10 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,,08/02/2012,04 MANHATTAN,MANHATTAN,987464,218547,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76653685,-73.98839728,"(40.76653685140497, -73.98839728320839)"
23619933,07/15/2012,07/16/2012,DSNY,Brooklyn North 03,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11233,,,,,HANCOCK STREET,HOWARD AVENUE,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,,07/16/2012,03 BROOKLYN,BROOKLYN,1006272,189184,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.68591575,-73.92059548,"(40.685915752263355, -73.92059547794199)"
31048265,07/10/2015,07/10/2015,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10460,788 EAST TREMONT AVENUE,EAST TREMONT AVENUE,PROSPECT AVENUE,MAPES AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,07/10/2015,The Police Department responded to the complaint and took action to fix the condition.,07/10/2015,06 BRONX,BRONX,1015176,246778,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8439696,-73.88822545,"(40.84396959542187, -73.88822545411183)"
31064981,07/13/2015,07/13/2015,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10461,2050 EASTCHESTER ROAD,EASTCHESTER ROAD,SEMINOLE STREET,MC DONALD STREET,,,ADDRESS,BRONX,,Precinct,Closed,07/14/2015,The Police Department responded to the complaint and determined that police action was not necessary.,07/13/2015,11 BRONX,BRONX,1027496,250740,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85479235,-73.84367232,"(40.85479235481824, -73.84367232026311)"
32118439,12/02/2015,,CHALL,CHALL,Opinion for the Mayor,PUBLICSAFETY,,,,,,,,,,,,,Email Sent,12/16/2015,"Your comments have been submitted to the CityHall.  If you provided contact information and have not received a response, I can submit a new request.",,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,1-1-1184032807,,,,,,
